Symbol,ExpRet,LastRet,Beta,Sector,Weight,Side,Beta_Contribution
NVDA,0.052405771286495616,-0.03248191368501353,1.613723640042274,Unknown,0.0027641400365964177,Long,0.004460558121442956
SMCI,0.04035306734700751,-0.07188772903859104,1.2451482046296405,Unknown,0.0027641400365964177,Long,0.0034417640039129385
PWR,0.0356898154775677,-0.08967166160254035,1.0299417798794006,Unknown,0.0027641400365964177,Long,0.002846903309128026
AXON,0.03472549853432483,-0.08828652902538194,0.9451721390731216,Unknown,0.0027641400365964177,Long,0.0026125881510874927
VST,0.034000945840703435,-0.151282079458657,1.170187521654481,Unknown,0.0027641400365964177,Long,0.0032345621789306887
TSLA,0.033747217086244105,0.15359072915244557,2.088956779347116,Unknown,0.0027641400365964177,Long,0.0057741690685128725
EQT,0.03364804231041265,0.01543491718764771,0.8476715694829682,Unknown,0.0027641400365964177,Long,0.0023430829230923944
BLDR,0.03276820642829417,-0.26933535954688836,2.102755558259431,Unknown,0.0027641400365964177,Long,0.005812310825760544
ANET,0.03218341471642444,0.08225166436910505,1.0347096247240648,Unknown,0.0027641400365964177,Long,0.002860082299951442
TPL,0.03147918275938944,-0.37276604949143255,1.6952440196069876,Unknown,0.0027641400365964177,Long,0.004685891866396317
URI,0.030307816894143844,-0.20802268609426236,1.581283565029047,Unknown,0.0027641400365964177,Long,0.004370889211308704
EME,0.02982115123368929,-0.12018904053532793,1.0625814361212795,Unknown,0.0027641400365964177,Long,0.0029371238897269478
TRGP,0.029778914704522423,-0.13842084424278772,2.679456090504813,Unknown,0.0027641400365964177,Long,0.007406391856066469
DECK,0.02932753773620908,0.03231868803914144,1.0606025291731238,Unknown,0.0027641400365964177,Long,0.0029316539138028517
AVGO,0.029168244459952565,0.3545374484032694,1.0638704869028084,Unknown,0.0027641400365964177,Long,0.0029406870066013774
LLY,0.029068632017680136,-0.03156286044925068,0.3858418356460421,Unknown,0.0027641400365964177,Long,0.0010665208657030798
FICO,0.028594787118505043,-0.17982812153342456,1.3356498120300275,Unknown,0.0027641400365964177,Long,0.0036919231203046787
CRWD,0.02788160518846806,-0.01449352844521392,1.0503826800951497,Unknown,0.0027641400365964177,Long,0.0029034048197984505
DELL,0.02747098695138425,-0.10522495153693945,0.8917210624281933,Unknown,0.0027641400365964177,Long,0.0024648418901340625
WSM,0.027256851137592554,0.07029765845349566,1.693128832668115,Unknown,0.0027641400365964177,Long,0.004680045193493694
KKR,0.027018914121455826,-0.09849559829576196,1.5953467682078866,Unknown,0.0027641400365964177,Long,0.004409761874258124
STLD,0.02695270930568677,-0.24520175036966502,1.3527501343223955,Unknown,0.0027641400365964177,Long,0.0037391908057917153
HWM,0.026444650433891922,-0.08186354140183479,1.5422903957985237,Unknown,0.0027641400365964177,Long,0.004263106631084835
IRM,0.025921412986986275,-0.16602909694066356,1.093417594546231,Unknown,0.0027641400365964177,Long,0.003022359349804186
PANW,0.02557989499529601,-0.06702716662298162,1.0978201980895983,Unknown,0.0027641400365964177,Long,0.0030345287625236687
TTD,0.024942275815784957,-0.09304428113543078,1.3885107397519625,Unknown,0.0027641400365964177,Long,0.0038380381269925087
MCK,0.024159123724644155,-0.10127751568283394,0.4782095463482286,Unknown,0.0027641400365964177,Long,0.001321838152943749
ETN,0.0233704163158262,-0.12391209613473017,1.0036160688113769,Unknown,0.0027641400365964177,Long,0.002774135357173032
TT,0.023258247721042923,-0.12288913785108736,1.0817133092666456,Unknown,0.0027641400365964177,Long,0.0029900070662631376
APO,0.023075651455344626,-0.058629094934396796,1.5493704903130907,Unknown,0.0027641400365964177,Long,0.0042826770037954365
CDNS,0.02295112304485743,-0.024333983775964865,0.9819751852512028,Unknown,0.0027641400365964177,Long,0.0027143169244970337
GWW,0.022890904957035912,-0.1358159786431965,1.10868429540515,Unknown,0.0027641400365964177,Long,0.0030645586488750646
FCX,0.022753542151824638,-0.1524554922619661,1.850544272571504,Unknown,0.0027641400365964177,Long,0.005115163513309089
IBKR,0.022673420699196464,-0.08057332878992415,0.8372662437506148,Unknown,0.0027641400365964177,Long,0.0023143211456417693
KLAC,0.022510589007664065,-0.027131830562233887,1.1999939636709702,Unknown,0.0027641400365964177,Long,0.003316951358656956
FTNT,0.02239504376862023,-0.009434827063706467,0.9974930898042688,Unknown,0.0027641400365964177,Long,0.002757210585756245
FSLR,0.02196900633470042,-0.1262339102644449,1.376911932604075,Unknown,0.0027641400365964177,Long,0.0038059773997782724
PH,0.021287592823057658,-0.10102288593559908,1.3851699292297115,Unknown,0.0027641400365964177,Long,0.003828803658873272
ORCL,0.021033196133595153,-0.10707467842377583,1.0183286403402347,Unknown,0.0027641400365964177,Long,0.0028148029651772367
AMP,0.02094798059724118,-0.07562318394851478,1.3415046125312309,Unknown,0.0027641400365964177,Long,0.0037081066087763397
SNPS,0.020939137644370276,-0.14376577574889096,1.0809821712333556,Unknown,0.0027641400365964177,Long,0.0029879860983530425
WMB,0.02084638237482259,-0.08158478911791653,1.0876376886482106,Unknown,0.0027641400365964177,Long,0.0030063828805037083
PGR,0.02069406425261203,-0.1186724339372234,0.3935638336637479,Unknown,0.0027641400365964177,Long,0.0010878655495863386
BX,0.020678574157761614,-0.10623110075172207,1.520409355422842,Unknown,0.0027641400365964177,Long,0.00420262437134003
JBL,0.019998002193428552,0.05491464970550963,1.2176153408543544,Unknown,0.0027641400365964177,Long,0.003365659312829515
NUE,0.019994559639793415,-0.28515090780116636,1.5954389624814844,Unknown,0.0027641400365964177,Long,0.004410016712140921
CMG,0.01982331851425663,-0.023450174999669896,1.2163988409907815,Unknown,0.0027641400365964177,Long,0.003362296736852099
HUBB,0.019714060844729778,-0.09435279846154249,0.8793207394394289,Unknown,0.0027641400365964177,Long,0.002430565660894092
ODFL,0.019624124626118015,-0.2473882127843134,1.0137319243543212,Unknown,0.0027641400365964177,Long,0.0028020969984837107
COST,0.019369904742058828,-0.06101326931848192,0.8011485430346322,Unknown,0.0027641400365964177,Long,0.0022144867630629153
CAT,0.019338856916163147,-0.11630250005657998,1.0746462522694653,Unknown,0.0027641400365964177,Long,0.002970472731076323
COR,0.01931730456122994,-0.1141225035842425,0.4674307500111918,Unknown,0.0027641400365964177,Long,0.0012920440504422266
MPWR,0.019248265461874317,0.03809238209369271,1.00992013607961,Unknown,0.0027641400365964177,Long,0.0027915606819025524
CTAS,0.019038944113761613,-0.2133812977569086,1.3781812650166996,Unknown,0.0027641400365964177,Long,0.003809486012319757
MPC,0.018880845987220764,-0.11042560498823417,1.4901976838261393,Unknown,0.0027641400365964177,Long,0.004119115080307082
DDOG,0.0185988898870307,-0.07014743228443814,1.1036639953817424,Unknown,0.0027641400365964177,Long,0.0030506818365846383
TSCO,0.0184885693507613,-0.06645789114819356,0.7958577798246542,Unknown,0.0027641400365964177,Long,0.0021998623526500636
NRG,0.01827504142547646,-0.1177872373564311,1.1289417188485371,Unknown,0.0027641400365964177,Long,0.003120553004053218
AJG,0.018202571910547388,-0.09874612399030835,0.7614141184942775,Unknown,0.0027641400365964177,Long,0.0021046552493598015
IT,0.018154005879481735,-0.07020450486482452,1.2976491188345023,Unknown,0.0027641400365964177,Long,0.0035868838828245105
PHM,0.017985962402176904,-0.22026281562278477,1.7375440249372855,Unknown,0.0027641400365964177,Long,0.004802815004678035
TMUS,0.017859062692105413,-0.11202556657382655,0.5305219585433618,Unknown,0.0027641400365964177,Long,0.0014664369859032514
AAPL,0.01782375648492987,0.05136768654683068,1.1672712762062905,Unknown,0.0027641400365964177,Long,0.003226501268130803
AMAT,0.01776473756732041,-0.07272077604326023,1.4839059006456,Unknown,0.0027641400365964177,Long,0.004101723710516169
DE,0.017685003586121965,-0.09836516526655448,0.9652948120307178,Unknown,0.0027641400365964177,Long,0.0026682100370529205
NOW,0.017507154521679454,0.006705538485678213,0.9628836953952884,Unknown,0.0027641400365964177,Long,0.0026615453730280264
ON,0.017336260107525734,-0.1238605129563824,1.681254291763414,Unknown,0.0027641400365964177,Long,0.004647222299562807
ORLY,0.01727568666297316,-0.05070710677534678,0.9026649648614762,Unknown,0.0027641400365964177,Long,0.002495092369006505
APH,0.01727381583634861,-0.048466323835457965,1.2016769294868108,Unknown,0.0027641400365964177,Long,0.003321603311848744
LII,0.017178992207360865,-0.09409398397174454,1.0998593716725324,Unknown,0.0027641400365964177,Long,0.003040165323865827
PKG,0.01705621749850584,-0.10359226585415307,0.7950648023589738,Unknown,0.0027641400365964177,Long,0.0021976704518890575
TKO,0.01704331794207876,0.026217689047341456,1.0493604991989929,Unknown,0.0027641400365964177,Long,0.0029005793686587393
MSI,0.016994959603440805,-0.08136526558949712,1.0233565194656409,Unknown,0.0027641400365964177,Long,0.0028287007271669395
GE,0.01690524963985255,-0.09156996160158808,1.1935611464947953,Unknown,0.0027641400365964177,Long,0.0032991701511521855
AZO,0.016902986398694392,0.006769201858485497,0.6842203806643805,Unknown,0.0027641400365964177,Long,0.0018912809480496557
RJF,0.016883306971521052,-0.08942206976080662,1.051662014558459,Unknown,0.0027641400365964177,Long,0.002906941079408681
DHI,0.016867766941241053,-0.18926850920931682,1.7415240363202549,Unknown,0.0027641400365964177,Long,0.004813816313487811
IR,0.01670510370312433,-0.144344635265281,1.3962763535864615,Unknown,0.0027641400365964177,Long,0.0038595033711011943
MS,0.01669513647298346,-0.04920563059291783,1.3487083507717077,Unknown,0.0027641400365964177,Long,0.0037280187500600024
FANG,0.016669620811897136,-0.07911734829143441,1.88842737243784,Unknown,0.0027641400365964177,Long,0.005219877706360008
GDDY,0.016575865122461602,-0.004432807412328707,1.06284034072224,Unknown,0.0027641400365964177,Long,0.0029378395383001217
ERIE,0.016564137921023268,-0.06988514653554483,0.4461155999880829,Unknown,0.0027641400365964177,Long,0.0012331259908772924
AMD,0.01645302581785765,-0.13066030392532269,1.6296625307848536,Unknown,0.0027641400365964177,Long,0.004504615447483456
ISRG,0.01637006269134604,-0.04109493619129763,1.3445257167144404,Unknown,0.0027641400365964177,Long,0.0037164573638038783
GS,0.01621482361130627,-0.06430969364594102,1.3361550538142295,Unknown,0.0027641400365964177,Long,0.0036933196793485527
BKNG,0.016115918433893383,-0.04935745081726558,1.3711138767797932,Unknown,0.0027641400365964177,Long,0.0037899507615399538
META,0.016060350379559926,0.015876564826592755,1.1375175424945905,Unknown,0.0027641400365964177,Long,0.0031442577815400646
LEN,0.01576277581042151,-0.24934223435820374,1.6842704332583107,Unknown,0.0027641400365964177,Long,0.004655559337024892
ABBV,0.01572406173972019,-0.03242680331535971,0.5539302537857306,Unknown,0.0027641400365964177,Long,0.0015311407919711523
WAB,0.015724029464559395,-0.05896454626987894,1.2533642567668069,Unknown,0.0027641400365964177,Long,0.0034644743225680434
PCAR,0.015471948490975067,-0.11843873210108802,0.8739336627145069,Unknown,0.0027641400365964177,Long,0.0024156750264385184
CAH,0.015449796590228571,-0.03643618458514983,0.6136391363106407,Unknown,0.0027641400365964177,Long,0.0016961845046986885
FAST,0.015338501139252315,-0.15356949078241514,0.9959325246648284,Unknown,0.0027641400365964177,Long,0.0027528969651746016
PNR,0.015324430243578439,-0.08312625150692089,1.1980780125924109,Unknown,0.0027641400365964177,Long,0.00331165540157255
TPR,0.015208912013209118,0.04439107329428559,1.7013687226149083,Unknown,0.0027641400365964177,Long,0.004702821403192773
CMI,0.01482516921363679,-0.07158118159246987,0.9323783608017112,Unknown,0.0027641400365964177,Long,0.00257722435634815
NTAP,0.014774768851419371,-0.05839352552899205,1.180045881904409,Unknown,0.0027641400365964177,Long,0.003261812067192705
LRCX,0.014639961787691136,-0.02600652825686808,1.4435689265581793,Unknown,0.0027641400365964177,Long,0.0039902266654859775
SNA,0.01462097424382084,-0.08267133221178839,0.9698433643395716,Unknown,0.0027641400365964177,Long,0.0026807828725983764
WMT,0.014504002458908484,-0.02693751197496833,0.5041888803310801,Unknown,0.0027641400365964177,Long,0.0013936486701298587
BRO,0.014499036798419877,-0.10512847755601154,0.8587150800744155,Unknown,0.0027641400365964177,Long,0.002373608732862791
MSFT,0.014429787808120473,-0.006059529355761968,0.8687817226306943,Unknown,0.0027641400365964177,Long,0.002401434342586706
NFLX,0.0142578401711599,0.0016528333685747964,1.3162425955514334,Unknown,0.0027641400365964177,Long,0.003638278856237303
LOW,0.014217284413284,-0.1022231976827367,1.08681255255982,Unknown,0.0027641400365964177,Long,0.003004102088806147
KR,0.013911076690312475,0.00315661089980893,0.45568347439215,Unknown,0.0027641400365964177,Long,0.0012595729355827003
AXP,0.013872639729875383,-0.02965725455088467,1.2278030329060428,Unknown,0.0027641400365964177,Long,0.0033938195203101016
CF,0.013806764736188347,-0.04718725925272256,0.9784757929457152,Unknown,0.0027641400365964177,Long,0.0027046441141216782
CPRT,0.013776983950661502,-0.10285598262457782,1.3098590791091738,Unknown,0.0027641400365964177,Long,0.0036206339228649818
AFL,0.013687203531173583,-0.09611721229244448,0.9637627924812056,Unknown,0.0027641400365964177,Long,0.0026639753204792654
RSG,0.013548796119639812,-0.08509025092432293,0.7471830044151005,Unknown,0.0027641400365964177,Long,0.0020653184571681775
GRMN,0.013498734031838,-0.03369496172167127,0.982058890612202,Unknown,0.0027641400365964177,Long,0.0027145482978366492
HCA,0.013447805557549082,-0.08977025492984929,1.619389569406663,Unknown,0.0027641400365964177,Long,0.00447621954364359
LIN,0.013313725320041566,-0.0997131918489988,0.9274821899587424,Unknown,0.0027641400365964177,Long,0.002563690654495084
NWS,0.013245159357855408,-0.05653546192432839,1.3696397300467915,Unknown,0.0027641400365964177,Long,0.003785876013535446
MOH,0.013240459079060397,-0.02668274089650953,0.5059278763387278,Unknown,0.0027641400365964177,Long,0.001398455498618079
NVR,0.013219581701221783,-0.12492570282374067,1.2080165933659257,Unknown,0.0027641400365964177,Long,0.00333912703059557
CTRA,0.013137907632735708,-0.04035263991151648,0.2016477298029557,Unknown,0.0027641400365964177,Long,0.0005573825632371266
PTC,0.013128640516983573,-0.0878082831858348,1.1495937371260831,Unknown,0.0027641400365964177,Long,0.003177638074610704
UNH,0.013088319923392953,-0.19094682262278395,0.5928695031418282,Unknown,0.0027641400365964177,Long,0.001638774330111353
XOM,0.013081895674440906,-0.08744022300608525,0.8721307075409906,Unknown,0.0027641400365964177,Long,0.0024106914058592134
GOOG,0.012958751998967856,0.10724061764075975,0.9959556509575956,Unknown,0.0027641400365964177,Long,0.0027529608894863375
HLT,0.012915380947317324,-0.027911045216332878,1.302374483605477,Unknown,0.0027641400365964177,Long,0.0035999454527754836
JCI,0.01290087432155099,-0.06400727334673481,1.3544681322409162,Unknown,0.0027641400365964177,Long,0.0037439395926210876
SYF,0.012850321107779328,-0.036921475414194604,1.701220555470868,Unknown,0.0027641400365964177,Long,0.004702411848457823
GOOGL,0.012820095733411765,0.11031048106009853,0.9906412098590436,Unknown,0.0027641400365964177,Long,0.002738271030073696
INTU,0.012819106920326501,-0.024251516022897414,1.2150731029070612,Unknown,0.0027641400365964177,Long,0.003358632211136847
MLM,0.012742647999312974,-0.15327421809101915,0.914814751966735,Unknown,0.0027641400365964177,Long,0.002528676081980274
BKR,0.012653947909932961,-0.06684912829337525,1.3875029577079094,Unknown,0.0027641400365964177,Long,0.0038352524762963786
HIG,0.012546303337007281,-0.12311049990665307,0.9777320968260016,Unknown,0.0027641400365964177,Long,0.002702588433902116
DVN,0.012528822104163081,-0.1513972146180565,2.0979892988656115,Unknown,0.0027641400365964177,Long,0.005799136217345284
EOG,0.012476155016959124,-0.08695814561626361,1.369929340323254,Unknown,0.0027641400365964177,Long,0.0037866765368956257
CBRE,0.012293225226424122,-0.06758239836022699,1.41550592224342,Unknown,0.0027641400365964177,Long,0.003912656591712373
NDAQ,0.012278333209909505,-0.07431660022881305,0.9730896827261613,Unknown,0.0027641400365964177,Long,0.002689756151222288
CTVA,0.01225661717152079,-0.09206850620219093,0.7734277713692709,Unknown,0.0027641400365964177,Long,0.002137862668257342
ACGL,0.01220093383721682,-0.03983069229347576,0.6432552343013525,Unknown,0.0027641400365964177,Long,0.0017780475468825777
NWSA,0.012154903101020185,-0.06707297289300948,1.33978978129278,Unknown,0.0027641400365964177,Long,0.003703366575094131
FDX,0.012141642443952794,-0.07653470637078472,1.218716430529153,Unknown,0.0027641400365964177,Long,0.0033687028788835084
TJX,0.012088238448543174,-0.03991874303382715,0.8766305030543189,Unknown,0.0027641400365964177,Long,0.002423129470794101
TRV,0.011965407007413628,-0.10272623884086815,0.6684923499132517,Unknown,0.0027641400365964177,Long,0.0018478064685536408
MMC,0.011952858065788604,-0.0969265943400532,0.9496181610804176,Unknown,0.0027641400365964177,Long,0.0026248775785214485
RL,0.011903406651255973,-0.005236575935914318,1.5072968983566528,Unknown,0.0027641400365964177,Long,0.004166379703785225
SHW,0.011840036531207847,-0.1577812310348437,1.186688568485648,Unknown,0.0027641400365964177,Long,0.00328017338312247
MSCI,0.01180950024417664,-0.0166827175790595,1.0688953095065967,Unknown,0.0027641400365964177,Long,0.0029545763199373036
REGN,0.011734953711360427,-0.05524515776333278,0.1119513258710393,Unknown,0.0027641400365964177,Long,0.00030944914199019206
TDG,0.011522010998690827,0.007936263556114093,1.4583173806434448,Unknown,0.0027641400365964177,Long,0.004030993457900964
BLK,0.011474476774005885,-0.0011638939168162675,1.2781703276739402,Unknown,0.0027641400365964177,Long,0.0035330417763131004
JPM,0.011421795046107826,-0.04433035895060108,1.1081136493456327,Unknown,0.0027641400365964177,Long,0.003062981303255227
COP,0.011414557628470472,-0.08489504252119501,1.231491422803827,Unknown,0.0027641400365964177,Long,0.003404014746497145
ADI,0.011324289690052999,-0.02939061505777569,0.991773277064363,Unknown,0.0027641400365964177,Long,0.0027414002223600377
BSX,0.011304757790547225,-0.018310795793418027,0.7709019431472361,Unknown,0.0027641400365964177,Long,0.0021308809253432507
WRB,0.011288523464566946,-0.10149146929701161,0.6864692653802534,Unknown,0.0027641400365964177,Long,0.0018974971803304896
BRK-B,0.011200404076999512,-0.06696793797067746,0.8673552428947675,Unknown,0.0027641400365964177,Long,0.0023974913528372376
BR,0.011184985975543663,-0.046403428547960306,1.0654927771959002,Unknown,0.0027641400365964177,Long,0.0029451712441514945
STX,0.011169771581905885,-0.16385705507284146,1.08193569459243,Unknown,0.0027641400365964177,Long,0.0029906217704456905
BK,0.011055033271246958,-0.0669573326053335,1.0563986281718756,Unknown,0.0027641400365964177,Long,0.002920033742735414
OKE,0.011012885171301837,-0.11666988682439519,2.0157784634974854,Unknown,0.0027641400365964177,Long,0.00557189395586221
RF,0.011000856987799528,-0.1509892408343442,1.2651400462169742,Unknown,0.0027641400365964177,Long,0.0034970242536497805
MAR,0.010966904875768062,-0.03691009998111418,1.5809904717748782,Unknown,0.0027641400365964177,Long,0.0043700790605103994
VMC,0.010957267809105295,-0.11515837796166131,0.8218212126784351,Unknown,0.0027641400365964177,Long,0.002271628916888682
WST,0.010881563720715925,0.002977118358099316,0.9977475828955517,Unknown,0.0027641400365964177,Long,0.0027579140402988977
HD,0.010867930100949516,-0.09637410372525262,1.02739671339691,Unknown,0.0027641400365964177,Long,0.002839868388967974
RCL,0.010860298193012074,-0.05975914922075714,2.7283703346670647,Unknown,0.0027641400365964177,Long,0.007541597676715201
ROL,0.0108302686634011,-0.08255184906878982,0.7166458793918742,Unknown,0.0027641400365964177,Long,0.001980909567288927
GLW,0.010821822625393388,-0.02136314073174459,0.992662694134708,Unknown,0.0027641400365964177,Long,0.0027438586956934105
MRNA,0.010772606225014372,-0.038395130804074064,1.2349325699663003,Unknown,0.0027641400365964177,Long,0.0034135265591407576
COF,0.010770266036786652,-0.0741483692281949,1.5108483771255568,Unknown,0.0027641400365964177,Long,0.004176196488439475
MET,0.010737431044479741,-0.07115069873335284,1.0472190062577462,Unknown,0.0027641400365964177,Long,0.0028946599822817507
GEN,0.010693327791472522,-0.1185090994447376,0.5944549718469414,Unknown,0.0027641400365964177,Long,0.0016431567876359272
PM,0.010663976861419813,-0.10381596112780388,0.5833889268014362,Unknown,0.0027641400365964177,Long,0.0016125686894788666
DVA,0.010616210738662663,-0.10880047765386275,0.8520228079674218,Unknown,0.0027641400365964177,Long,0.002355110355596052
EMR,0.010550726922213255,-0.066938733979839,1.302975543635514,Unknown,0.0027641400365964177,Long,0.0036016068668689068
IBM,0.010545877781374757,-0.029469761674036934,0.6934431840389467,Unknown,0.0027641400365964177,Long,0.0019167740681069504
CB,0.010531591205858715,-0.04742479896910806,0.700168482343539,Unknown,0.0027641400365964177,Long,0.0019353637344087281
AMZN,0.010527890211052878,0.050421941003709225,1.1032573847804572,Unknown,0.0027641400365964177,Long,0.003049557907942321
AME,0.010496047612752734,-0.07883476028844828,1.1298993367140937,Unknown,0.0027641400365964177,Long,0.003123199993935163
QCOM,0.010489793549687853,-0.03488172347989015,1.2229531272873129,Unknown,0.0027641400365964177,Long,0.0033804137020156566
VRTX,0.010460430948859432,-0.153974080824543,0.3817657117035296,Unknown,0.0027641400365964177,Long,0.0010552538883194518
FITB,0.010368642619241912,-0.13155611380467164,1.3351898999395484,Unknown,0.0027641400365964177,Long,0.0036906518588820706
VZ,-0.002312678583199042,-0.10667760136128816,0.4551486347941138,Unknown,-0.009236055881560682,Short,-0.00420377822537449
EW,-0.002476761228547476,0.033453143986553927,1.0776674637526589,Unknown,-0.009236055881560682,Short,-0.009953396916959328
O,-0.002776732371810159,-0.0795100659062551,1.054482597369555,Unknown,-0.009236055881560682,Short,-0.009739260195438464
CNC,-0.002804147166249451,0.006200340160255707,0.4495866207936369,Unknown,-0.009236055881560682,Short,-0.004152407153252062
SBAC,-0.002817096040082471,-0.1034263758343818,0.674793595763096,Unknown,-0.009236055881560682,Short,-0.006232431358987225
HUM,-0.0035815754072002362,-0.15887034716271675,0.5189867135762415,Unknown,-0.009236055881560682,Short,-0.004793390288377694
APA,-0.0036652527131568087,0.01581980492019241,3.2177348886726533,Unknown,-0.009236055881560682,Short,-0.029719179243828067
BALL,-0.003704111834988889,-0.12343757263063308,0.925830495446552,Unknown,-0.009236055881560682,Short,-0.008551022192797367
ALGN,-0.0037290527175333718,-0.11348381799637962,1.7263497834503096,Unknown,-0.009236055881560682,Short,-0.015944663071067244
PFE,-0.003738790966724328,0.024128450182783274,0.5888859777243037,Unknown,-0.009236055881560682,Short,-0.005438983798129168
LW,-0.0037673616871978987,-0.14354078077749569,0.7663091870367873,Unknown,-0.009236055881560682,Short,-0.007077674474025104
VRSN,-0.0038450172173972157,0.09703491559281932,0.8795983089078978,Unknown,-0.009236055881560682,Short,-0.00812401913439962
TSN,-0.003962610394768246,-0.11155599166982072,0.7984131305320249,Unknown,-0.009236055881560682,Short,-0.007374188290165585
BDX,-0.004130047119566594,0.018730427478361202,0.4039715663710452,Unknown,-0.009236055881560682,Short,-0.0037311039615645736
KMX,-0.004509214601233729,-0.030091387591519903,1.7875743487880675,Unknown,-0.009236055881560682,Short,-0.016510136577851036
CCI,-0.004559120943707294,-0.16099616044313217,0.879467880312011,Unknown,-0.009236055881560682,Short,-0.008122814488599455
NKE,-0.004575586843369793,-0.043570477637815526,1.0110841903991972,Unknown,-0.009236055881560682,Short,-0.009338430083489526
MDT,-0.00468431247371618,-0.08350119338306568,0.8367217212355202,Unknown,-0.009236055881560682,Short,-0.0077280085746469045
DIS,-0.004695319917128795,-0.05692454047846892,1.4083273277024562,Unknown,-0.009236055881560682,Short,-0.013007389898188908
SWKS,-0.004793623576288131,0.0089475377763794,1.1203372499501134,Unknown,-0.009236055881560682,Short,-0.010347497446733266
LVS,-0.004891992671496434,-0.032082753658948526,1.1101810766485396,Unknown,-0.009236055881560682,Short,-0.010253694462577114
HII,-0.004957908859071058,-0.04290020678907765,0.5464599045442506,Unknown,-0.009236055881560682,Short,-0.005047134215403015
D,-0.005025153412333238,-0.07907056181892394,0.6048138839762952,Unknown,-0.009236055881560682,Short,-0.005586094830348822
DLTR,-0.0054673747320259525,0.04679245808941064,0.8653171563246865,Unknown,-0.009236055881560682,Short,-0.007992117611087986
ES,-0.005480346551617381,-0.11936327965846968,0.6426339323421788,Unknown,-0.009236055881560682,Short,-0.00593540291049945
ZBH,-0.0056499499496813505,-0.06286876460465254,1.026856118673538,Unknown,-0.009236055881560682,Short,-0.009484100494391304
IFF,-0.005948380144373878,-0.08088458297111574,1.196359193497398,Unknown,-0.009236055881560682,Short,-0.011049640365560838
ARE,-0.006078793314181879,-0.12562400972642992,1.163539411404929,Unknown,-0.009236055881560682,Short,-0.010746515024134148
HRL,-0.006334723585796894,-0.03665178062270792,0.276325903400193,Unknown,-0.009236055881560682,Short,-0.0025521614853269213
DOC,-0.006485209924714002,-0.07112297442382445,1.133007135686272,Unknown,-0.009236055881560682,Short,-0.010464517219405415
HAS,-0.006573627587111771,-0.14496999210109826,0.6760362336862464,Unknown,-0.009236055881560682,Short,-0.006243908432285988
CHTR,-0.006585212677697147,-0.15022101134180324,1.126130231390852,Unknown,-0.009236055881560682,Short,-0.010401001747040771
WYNN,-0.00659809333826882,-0.09185749464169327,1.7496468837094914,Unknown,-0.009236055881560682,Short,-0.016159836390939368
PYPL,-0.0067041886783365786,-0.019920403197261863,1.4214609006564576,Unknown,-0.009236055881560682,Short,-0.01312869231191662
AES,-0.006719986793291361,-0.005995840507489954,1.0270612457389665,Unknown,-0.009236055881560682,Short,-0.009485995059430423
PAYC,-0.007271448545163491,-0.1253193013695724,1.1630952643061356,Unknown,-0.009236055881560682,Short,-0.01074241285671006
BXP,-0.00756909596780303,-0.10109896039909823,1.2250196198788643,Unknown,-0.009236055881560682,Short,-0.011314349665209417
VTRS,-0.00804127860180974,-0.04445007101290423,0.9373584033144602,Unknown,-0.009236055881560682,Short,-0.00865749459406285
BF-B,-0.008964949166105445,-0.10593297045081204,0.7359261529485492,Unknown,-0.009236055881560682,Short,-0.006797055073334775
APTV,-0.00926870503678927,0.08196939758955268,1.7433770605853212,Unknown,-0.009236055881560682,Short,-0.01610192795419703
FIS,-0.00937947793092791,-0.0579889825496323,1.0296805289734892,Unknown,-0.009236055881560682,Short,-0.00951018690575411
SWK,-0.009753402003214943,-0.10227815424644475,1.2746543412312257,Unknown,-0.009236055881560682,Short,-0.011772778725285519
GPN,-0.009992318819198992,-0.06317268761403283,0.9964007090130866,Unknown,-0.009236055881560682,Short,-0.009202812628871553
LUV,-0.010306612379789302,0.03477795707324114,1.1575577355972404,Unknown,-0.009236055881560682,Short,-0.010691267932108957
BIIB,-0.010895186060767307,-0.05260865055542098,-0.0437302981622404,Unknown,-0.009236055881560682,Short,0.00040389547754376276
CCL,-0.011082548603695357,-0.023678827895975196,2.802590812038597,Unknown,-0.009236055881560682,Short,-0.025884885353137013
DG,-0.012838349981259064,-0.022363542655215892,0.4407913210911959,Unknown,-0.009236055881560682,Short,-0.004071173273705243
NCLH,-0.01398825357272506,-0.047516772522215235,2.9419048384674684,Unknown,-0.009236055881560682,Short,-0.02717159748631929
BA,-0.014268602041611917,0.126469978356089,1.5965484361958855,Unknown,-0.009236055881560682,Short,-0.014745810574323517
INTC,-0.016708025111745864,-0.1853257825701147,1.0632110553155674,Unknown,-0.009236055881560682,Short,-0.009819876720787686
MTCH,-0.017031006910013708,-0.004336825399147418,1.2800910912820702,Unknown,-0.009236055881560682,Short,-0.011822992852569197
BAX,-0.017156401631396884,-0.14329971671727113,0.6081958786091342,Unknown,-0.009236055881560682,Short,-0.00561733112176886
EL,-0.018205403346394124,0.040213531575418585,1.0109926296773983,Unknown,-0.009236055881560682,Short,-0.009337584423546435
PSKY,-0.019389605921300887,-0.04002655513324381,1.847979027658456,Unknown,-0.009236055881560682,Short,-0.017068037567405672
WBD,-0.01971764737474549,0.0051312023549761,1.5039787595108278,Unknown,-0.009236055881560682,Short,-0.01389083186752232
